Nameplate,Technology,Latitude,Longitude,Plant_ID,State
59.5,Natural Gas,34.7439,-87.8486,47,AL
59.5,Natural Gas,34.7439,-87.8486,47,AL
59.5,Natural Gas,34.7439,-87.8486,47,AL
59.5,Natural Gas,34.7439,-87.8486,47,AL
59.5,Natural Gas,34.7439,-87.8486,47,AL
59.5,Natural Gas,34.7439,-87.8486,47,AL
28.8,Hydroelectric,34.421272,-86.393931,48,AL
28.8,Hydroelectric,34.421272,-86.393931,48,AL
28.8,Hydroelectric,34.421272,-86.393931,48,AL
28.8,Hydroelectric,34.421272,-86.393931,48,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
36,Hydroelectric,34.8069,-87.3819,49,AL
43.6,Hydroelectric,34.8069,-87.3819,49,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
35.1,Hydroelectric,34.8069,-87.3819,49,AL
43.6,Hydroelectric,34.8069,-87.3819,49,AL
720.7,Coal,32.030556,-93.569167,51,LA
1.2,Hydroelectric,31.4033,-86.479469,53,AL
1.8,Hydroelectric,31.4033,-86.479469,53,AL
149,Natural Gas,37.8833,-84.1017,54,KY
98,Natural Gas,37.8833,-84.1017,54,KY
149,Natural Gas,37.8833,-84.1017,54,KY
149,Natural Gas,37.8833,-84.1017,54,KY
108,Natural Gas,37.8833,-84.1017,54,KY
108,Natural Gas,37.8833,-84.1017,54,KY
98,Natural Gas,37.8833,-84.1017,54,KY
98,Natural Gas,37.8833,-84.1017,54,KY
98,Natural Gas,37.8833,-84.1017,54,KY
1.6,Hydroelectric,31.361146,-86.518307,55,AL
1.6,Hydroelectric,31.361146,-86.518307,55,AL
2,Hydroelectric,31.361146,-86.518307,55,AL
66,Coal,31.488019,-87.910747,56,AL
236,Coal,31.488019,-87.910747,56,AL
236,Coal,31.488019,-87.910747,56,AL
109.8,Coal,40.854765,-98.348222,59,NE
76.3,Coal,40.580872,-98.312437,60,NE
248,Coal,40.580872,-98.312437,60,NE
1.8,Hydroelectric,58.3176,-134.101,62,AK
2.2,Hydroelectric,58.3176,-134.101,62,AK
0.8,Hydroelectric,58.3107,-134.4174,63,AK
0.4,Hydroelectric,58.3107,-134.4174,63,AK
0.4,Hydroelectric,58.3107,-134.4174,63,AK
1.2,Other,58.3107,-134.4174,63,AK
1.2,Other,58.3107,-134.4174,63,AK
1.1,Other,58.3107,-134.4174,63,AK
3.5,Other,58.3107,-134.4174,63,AK
1.1,Other,58.3107,-134.4174,63,AK
2.5,Other,58.3536,-134.4953,64,AK
2.6,Other,58.3536,-134.4953,64,AK
2.6,Other,58.3536,-134.4953,64,AK
18.6,Other,58.3536,-134.4953,64,AK
18.6,Other,58.3536,-134.4953,64,AK
2.8,Other,58.3536,-134.4953,64,AK
2.8,Other,58.3536,-134.4953,64,AK
2.8,Other,58.3536,-134.4953,64,AK
2.8,Other,58.3536,-134.4953,64,AK
2.8,Other,58.3536,-134.4953,64,AK
2.8,Other,58.3536,-134.4953,64,AK
8.5,Hydroelectric,58.3269,-134.4631,65,AK
0.4,Hydroelectric,59.4545,-135.3131,66,AK
0.1,Hydroelectric,59.4545,-135.3131,66,AK
0.3,Hydroelectric,59.4545,-135.3131,66,AK
0.2,Hydroelectric,59.4545,-135.3131,66,AK
0.8,Other,59.4545,-135.3131,66,AK
1.1,Other,59.4545,-135.3131,66,AK
0.5,Other,59.4545,-135.3131,66,AK
1,Other,59.4545,-135.3131,66,AK
1.2,Other,59.235931,-135.446228,69,AK
0.6,Other,59.235931,-135.446228,69,AK
2.8,Other,59.235931,-135.446228,69,AK
1.6,Other,59.235931,-135.446228,69,AK
11.3,Hydroelectric,55.615208,-131.356111,70,AK
11.3,Hydroelectric,55.615208,-131.356111,70,AK
11.2,Hydroelectric,57.6861,-152.895,71,AK
11.2,Hydroelectric,57.6861,-152.895,71,AK
11.2,Hydroelectric,57.6861,-152.895,71,AK
10.1,Hydroelectric,34.01135,-118.4168,72,CA
48.9,Natural Gas,61.2221,-149.8661,75,AK
27,Natural Gas,61.2221,-149.8661,75,AK
2,Other,61.2221,-149.8661,75,AK
22.2,Hydroelectric,61.475211,-149.15009,77,AK
22.2,Hydroelectric,61.475211,-149.15009,77,AK
23.6,Hydroelectric,58.1415,-133.737,78,AK
23.6,Hydroelectric,58.1415,-133.737,78,AK
31,Hydroelectric,58.1415,-133.737,78,AK
5,Coal,64.847743,-147.735063,79,AK
2.5,Coal,64.847743,-147.735063,79,AK
20,Coal,64.847743,-147.735063,79,AK
1.4,Hydroelectric,55.344641,-131.633425,84,AK
1.4,Hydroelectric,55.344641,-131.633425,84,AK
1.4,Hydroelectric,55.344641,-131.633425,84,AK
4.5,Other,55.357397,-131.69696,85,AK
4.5,Other,55.357397,-131.69696,85,AK
6.4,Other,55.357397,-131.69696,85,AK
10.5,Other,55.357397,-131.69696,85,AK
257,Coal,35.4159,-108.082,87,NM
2.3,Hydroelectric,41.949,-74.2063,88,NY
2.3,Hydroelectric,41.949,-74.2063,88,NY
3.8,Other,64.505331,-165.429814,90,AK
2,Other,64.505331,-165.429814,90,AK
5.2,Other,64.505331,-165.429814,90,AK
5.2,Other,64.505331,-165.429814,90,AK
0.4,Other,64.505331,-165.429814,90,AK
0.8,Wind,64.505331,-165.429814,90,AK
0.9,Wind,64.505331,-165.429814,90,AK
0.9,Wind,64.505331,-165.429814,90,AK
1.6,Hydroelectric,56.81104,-132.957091,91,AK
2.6,Other,56.81104,-132.957091,91,AK
0.3,Other,56.81104,-132.957091,91,AK
1.2,Other,56.81104,-132.957091,91,AK
0.6,Other,56.81104,-132.957091,91,AK
0.8,Other,56.81104,-132.957091,91,AK
2.6,Other,56.81104,-132.957091,91,AK
2.6,Other,56.81104,-132.957091,91,AK
2.5,Other,56.81104,-132.957091,91,AK
2.5,Other,60.130922,-149.43501,92,AK
2.5,Other,60.130922,-149.43501,92,AK
2.5,Other,60.130922,-149.43501,92,AK
2.8,Other,60.130922,-149.43501,92,AK
2.8,Other,60.130922,-149.43501,92,AK
2.5,Other,60.130922,-149.43501,92,AK
5.3,Hydroelectric,57.0516,-135.2297,93,AK
5.3,Hydroelectric,57.0516,-135.2297,93,AK
5.3,Hydroelectric,57.0516,-135.2297,93,AK
2,Other,56.460976,-132.379439,95,AK
2,Other,56.460976,-132.379439,95,AK
2,Other,56.460976,-132.379439,95,AK
2.5,Other,56.460976,-132.379439,95,AK
16,Natural Gas,61.1861,-151.0356,96,AK
16,Natural Gas,61.1861,-151.0356,96,AK
59.1,Natural Gas,61.1861,-151.0356,96,AK
68.3,Natural Gas,61.1861,-151.0356,96,AK
76.5,Natural Gas,61.1861,-151.0356,96,AK
76.5,Natural Gas,61.1861,-151.0356,96,AK
88.9,Natural Gas,47.079722,-122.365,99,WA
88.9,Natural Gas,47.079722,-122.365,99,WA
1.4,Hydroelectric,33.466477,-111.781064,100,AZ
199.8,Hydroelectric,37.147926,-119.2567,104,CA
348.7,Coal,37.9308,-100.9725,108,KS
1.1,Other,59.042914,-158.468597,109,AK
1,Other,59.042914,-158.468597,109,AK
1,Other,59.042914,-158.468597,109,AK
1,Other,59.042914,-158.468597,109,AK
1,Other,59.042914,-158.468597,109,AK
1,Other,59.042914,-158.468597,109,AK
0.5,Other,59.042914,-158.468597,109,AK
113.6,Coal,34.9394,-110.3033,113,AZ
312.3,Coal,34.9394,-110.3033,113,AZ
414,Coal,34.9394,-110.3033,113,AZ
26.1,Other,31.364122,-109.5538,114,AZ
113.6,Natural Gas,33.4225,-111.9122,116,AZ
113.6,Natural Gas,33.4225,-111.9122,116,AZ
53.1,Natural Gas,33.4225,-111.9122,116,AZ
53.1,Natural Gas,33.4225,-111.9122,116,AZ
132,Natural Gas,33.4417,-112.1583,117,AZ
132,Natural Gas,33.4417,-112.1583,117,AZ
132,Natural Gas,33.4417,-112.1583,117,AZ
91,Natural Gas,33.4417,-112.1583,117,AZ
44.6,Natural Gas,33.4417,-112.1583,117,AZ
184.5,Natural Gas,33.4417,-112.1583,117,AZ
184.5,Natural Gas,33.4417,-112.1583,117,AZ
200.6,Natural Gas,33.4417,-112.1583,117,AZ
53.1,Natural Gas,33.4417,-112.1583,117,AZ
53.1,Natural Gas,33.4417,-112.1583,117,AZ
78.3,Natural Gas,32.5517,-111.3,118,AZ
53.1,Natural Gas,32.5517,-111.3,118,AZ
53.1,Natural Gas,32.5517,-111.3,118,AZ
23.6,Natural Gas,32.7214,-114.7106,120,AZ
23.6,Natural Gas,32.7214,-114.7106,120,AZ
25.3,Other,32.7214,-114.7106,120,AZ
72.4,Natural Gas,32.7214,-114.7106,120,AZ
72.4,Other,32.7214,-114.7106,120,AZ
60.5,Natural Gas,32.7214,-114.7106,120,AZ
60.5,Natural Gas,32.7214,-114.7106,120,AZ
86.7,Natural Gas,32.7214,-114.7106,120,AZ
85,Natural Gas,32.252273,-110.992148,124,AZ
173.3,Natural Gas,32.16,-110.9047,126,AZ
27,Natural Gas,32.16,-110.9047,126,AZ
27,Natural Gas,32.16,-110.9047,126,AZ
108.8,Natural Gas,32.16,-110.9047,126,AZ
108.8,Natural Gas,32.16,-110.9047,126,AZ
113.6,Natural Gas,32.16,-110.9047,126,AZ
720,Coal,34.0825,-99.1753,127,TX
590.9,Coal,33.371506,-80.113235,130,SC
556.2,Coal,33.371506,-80.113235,130,SC
591,Coal,33.371506,-80.113235,130,SC
652,Coal,33.371506,-80.113235,130,SC
735.9,Coal,29.733056,-81.632778,136,FL
735.9,Coal,29.733056,-81.632778,136,FL
113.6,Natural Gas,33.5561,-112.2153,141,AZ
113.6,Natural Gas,33.5561,-112.2153,141,AZ
163.2,Natural Gas,33.5561,-112.2153,141,AZ
80.5,Natural Gas,33.5561,-112.2153,141,AZ
71.2,Natural Gas,33.5561,-112.2153,141,AZ
71.2,Natural Gas,33.5561,-112.2153,141,AZ
0.2,Solar,33.5561,-112.2153,141,AZ
3,Hydroelectric,33.439375,-111.946052,143,AZ
9.9,Hydroelectric,33.5907,-111.344,145,AZ
9.9,Hydroelectric,33.5907,-111.344,145,AZ
9.9,Hydroelectric,33.5907,-111.344,145,AZ
99.8,Hydroelectric,33.5907,-111.344,145,AZ
34.5,Natural Gas,33.3556,-111.9353,147,AZ
73.5,Natural Gas,33.3556,-111.9353,147,AZ
53.1,Natural Gas,33.3556,-111.9353,147,AZ
60.3,Natural Gas,33.3556,-111.9353,147,AZ
60.3,Natural Gas,33.3556,-111.9353,147,AZ
170,Natural Gas,33.3556,-111.9353,147,AZ
122,Natural Gas,33.3556,-111.9353,147,AZ
9.2,Hydroelectric,33.5536,-111.4431,148,AZ
54.3,Hydroelectric,33.5536,-111.4431,148,AZ
36,Hydroelectric,33.671104,-111.161786,149,AZ
13,Hydroelectric,33.5661,-111.536,150,AZ
71.2,Other,37.62936,-120.93139,151,CA
71.2,Natural Gas,37.62936,-120.93139,151,CA
51.7,Hydroelectric,35.197044,-114.570669,152,AZ
51.7,Hydroelectric,35.197044,-114.570669,152,AZ
48,Hydroelectric,35.197044,-114.570669,152,AZ
51.7,Hydroelectric,35.197044,-114.570669,152,AZ
51.7,Hydroelectric,35.197044,-114.570669,152,AZ
165,Hydroelectric,36.936614,-111.483872,153,AZ
165,Hydroelectric,36.936614,-111.483872,153,AZ
165,Hydroelectric,36.936614,-111.483872,153,AZ
165,Hydroelectric,36.936614,-111.483872,153,AZ
165,Hydroelectric,36.936614,-111.483872,153,AZ
165,Hydroelectric,36.936614,-111.483872,153,AZ
157,Hydroelectric,36.936614,-111.483872,153,AZ
165,Hydroelectric,36.936614,-111.483872,153,AZ
2.4,Hydroelectric,36.01551,-114.738006,154,NV
130,Hydroelectric,36.01551,-114.738006,154,NV
130,Hydroelectric,36.01551,-114.738006,154,NV
130,Hydroelectric,36.01551,-114.738006,154,NV
130,Hydroelectric,36.01551,-114.738006,154,NV
130,Hydroelectric,36.01551,-114.738006,154,NV
130,Hydroelectric,36.01551,-114.738006,154,NV
127,Hydroelectric,36.01551,-114.738006,154,NV
130,Hydroelectric,36.01551,-114.738006,154,NV
1.5,Hydroelectric,40.493631,-111.312506,159,UT
11.5,Natural Gas,32.0603,-109.8931,160,AZ
20.4,Natural Gas,32.0603,-109.8931,160,AZ
78.7,Natural Gas,32.0603,-109.8931,160,AZ
60.5,Natural Gas,32.0603,-109.8931,160,AZ
81.6,Natural Gas,32.0603,-109.8931,160,AZ
204,Coal,32.0603,-109.8931,160,AZ
204,Coal,32.0603,-109.8931,160,AZ
1.1,Hydroelectric,37.611461,-120.594678,161,CA
1.1,Hydroelectric,37.611461,-120.594678,161,CA
1.1,Hydroelectric,37.611461,-120.594678,161,CA
0.5,Hydroelectric,37.621536,-120.746247,162,CA
0.5,Hydroelectric,37.621536,-120.746247,162,CA
540,Coal,36.190278,-95.2894,165,OK
594,Coal,36.190278,-95.2894,165,OK
28,Hydroelectric,34.4425,-93.0262,166,AR
28,Hydroelectric,34.4425,-93.0262,166,AR
552.5,Natural Gas,34.4341,-92.9049,170,AR
1.6,Other,35.6893,-89.994,172,AR
1.6,Other,35.6893,-89.994,172,AR
1.6,Other,35.6893,-89.994,172,AR
3,Hydroelectric,34.4272,-92.8941,174,AR
3,Hydroelectric,34.4272,-92.8941,174,AR
3,Hydroelectric,34.4272,-92.8941,174,AR
1,Hydroelectric,40.45193,-121.86215,180,CA
56,Hydroelectric,36.421507,-93.847373,182,AR
56,Hydroelectric,36.421507,-93.847373,182,AR
40,Hydroelectric,34.211913,-93.110963,187,AR
28,Hydroelectric,34.211913,-93.110963,187,AR
48,Hydroelectric,35.5207,-91.9953,188,AR
48,Hydroelectric,35.5207,-91.9953,188,AR
2,Other,36.3858,-90.1867,193,AR
0.6,Other,36.3858,-90.1867,193,AR
2.2,Other,36.3858,-90.1867,193,AR
1.3,Other,36.3858,-90.1867,193,AR
1.1,Other,36.3858,-90.1867,193,AR
8.5,Hydroelectric,34.148427,-93.715168,195,AR
8.5,Hydroelectric,34.148427,-93.715168,195,AR
8.5,Hydroelectric,34.148427,-93.715168,195,AR
40.2,Hydroelectric,36.2491,-92.2401,196,AR
40.2,Hydroelectric,36.2491,-92.2401,196,AR
37.5,Hydroelectric,34.570984,-93.194425,197,AR
37.5,Hydroelectric,34.570984,-93.194425,197,AR
40,Hydroelectric,36.3635,-92.5763,198,AR
40,Hydroelectric,36.3635,-92.5763,198,AR
40,Hydroelectric,36.3635,-92.5763,198,AR
40,Hydroelectric,36.3635,-92.5763,198,AR
45,Hydroelectric,36.3635,-92.5763,198,AR
45,Hydroelectric,36.3635,-92.5763,198,AR
45,Hydroelectric,36.3635,-92.5763,198,AR
45,Hydroelectric,36.3635,-92.5763,198,AR
40.2,Hydroelectric,35.2503,-93.1686,199,AR
40.2,Hydroelectric,35.2503,-93.1686,199,AR
40.2,Hydroelectric,35.2503,-93.1686,199,AR
40.2,Hydroelectric,35.2503,-93.1686,199,AR
59,Natural Gas,35.462382,-93.804926,201,AR
126,Natural Gas,35.462382,-93.804926,201,AR
120,Natural Gas,35.260102,-91.363426,202,AR
136,Natural Gas,33.5648,-92.7917,203,AR
1138.3,Nuclear,40.1719,-88.8339,204,IL
679,Coal,30.4308,-81.5508,207,FL
679,Coal,30.4308,-81.5508,207,FL
1267.7,Nuclear,38.23926,-95.68978,210,KS
1,Hydroelectric,39.215979,-120.80355,214,CA
1.4,Hydroelectric,38.071944,-120.539444,215,CA
31,Hydroelectric,36.909137,-119.087712,217,CA
48.6,Hydroelectric,36.908907,-119.087556,218,CA
48.6,Hydroelectric,36.908907,-119.087556,218,CA
117.9,Hydroelectric,40.007445,-121.249438,219,CA
33,Hydroelectric,39.91062,-121.327692,220,CA
33,Hydroelectric,39.91062,-121.327692,220,CA
40,Hydroelectric,40.175656,-121.190663,221,CA
23.8,Hydroelectric,40.085476,-121.148241,222,CA
25,Hydroelectric,40.085476,-121.148241,222,CA
25,Hydroelectric,40.085476,-121.148241,222,CA
60.3,Hydroelectric,40.085997,-121.149373,223,CA
57.6,Hydroelectric,40.085997,-121.149373,223,CA
5.5,Hydroelectric,39.788877,-121.657383,224,CA
0.9,Hydroelectric,39.788877,-121.657383,224,CA
7,Hydroelectric,38.771764,-120.813239,225,CA
12.1,Hydroelectric,40.404645,-122.121904,227,CA
0.7,Hydroelectric,40.570817,-122.02093,229,CA
0.7,Hydroelectric,40.570817,-122.02093,229,CA
36.9,Hydroelectric,39.825907,-121.409687,231,CA
36.9,Hydroelectric,39.825907,-121.409687,231,CA
18.4,Hydroelectric,39.869265,-121.631819,232,CA
5.5,Hydroelectric,39.29807,-120.8443,233,CA
12,Hydroelectric,39.256873,-120.767437,235,CA
12,Hydroelectric,39.256873,-120.767437,235,CA
12,Hydroelectric,39.256873,-120.767437,235,CA
13.2,Hydroelectric,39.256873,-120.767437,235,CA
53.1,Hydroelectric,39.257388,-120.767046,236,CA
22,Hydroelectric,39.216985,-120.835587,237,CA
10,Hydroelectric,38.793574,-120.619152,238,CA
10,Hydroelectric,38.793574,-120.619152,238,CA
32.3,Hydroelectric,38.330985,-120.669901,239,CA
35.1,Hydroelectric,38.330985,-120.669901,239,CA
35.1,Hydroelectric,38.330985,-120.669901,239,CA
67.5,Hydroelectric,36.927424,-119.02025,240,CA
67.5,Hydroelectric,36.927424,-119.02025,240,CA
13.6,Hydroelectric,38.956985,-121.041932,241,CA
2.6,Hydroelectric,40.268712,-121.089479,242,CA
2.7,Hydroelectric,40.268712,-121.089479,242,CA
10,Hydroelectric,40.929297,-121.544462,243,CA
10,Hydroelectric,40.960675,-121.548657,244,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
16.7,Natural Gas,40.7415,-124.2103,246,CA
7.6,Hydroelectric,40.400988,-121.965502,248,CA
85.1,Hydroelectric,40.992295,-121.975182,249,CA
83.5,Hydroelectric,40.992295,-121.975182,249,CA
11.3,Hydroelectric,37.092486,-119.552826,250,CA
11.3,Hydroelectric,37.092486,-119.552826,250,CA
1.5,Hydroelectric,40.677827,-121.873253,253,CA
1.5,Hydroelectric,40.677827,-121.873253,253,CA
48.6,Hydroelectric,36.888166,-119.158777,254,CA
1,Hydroelectric,39.698755,-121.57096,255,CA
1,Hydroelectric,39.698755,-121.57096,255,CA
3.4,Hydroelectric,37.52301,-120.329905,258,CA
233,Natural Gas,36.804837,-121.782241,260,CA
233,Natural Gas,36.804837,-121.782241,260,CA
233,Natural Gas,36.804837,-121.782241,260,CA
233,Natural Gas,36.804837,-121.782241,260,CA
233,Natural Gas,36.804837,-121.782241,260,CA
233,Natural Gas,36.804837,-121.782241,260,CA
3.6,Hydroelectric,38.147093,-120.446396,261,CA
10.2,Hydroelectric,39.2364,-121.271741,262,CA
1.6,Hydroelectric,38.032103,-120.326537,264,CA
34.6,Hydroelectric,40.99084,-121.498243,265,CA
34.6,Hydroelectric,40.99084,-121.498243,265,CA
26.7,Hydroelectric,40.997448,-121.748139,266,CA
26.7,Hydroelectric,40.997448,-121.748139,266,CA
26.7,Hydroelectric,40.997448,-121.748139,266,CA
51.7,Hydroelectric,40.986361,-121.84944,267,CA
51.7,Hydroelectric,40.986361,-121.84944,267,CA
38.2,Hydroelectric,40.986197,-121.977594,268,CA
38.2,Hydroelectric,40.986197,-121.977594,268,CA
33.2,Hydroelectric,40.986197,-121.977594,268,CA
32,Hydroelectric,40.986197,-121.977594,268,CA
39.6,Hydroelectric,40.922568,-121.992906,269,CA
39.6,Hydroelectric,40.922568,-121.992906,269,CA
57.6,Hydroelectric,40.847462,-121.990798,270,CA
52.2,Hydroelectric,40.847462,-121.990798,270,CA
326.4,Natural Gas,38.039168,-121.894469,271,CA
326.4,Natural Gas,38.039168,-121.894469,271,CA
751.1,Natural Gas,38.039168,-121.894469,271,CA
71.4,Hydroelectric,39.722892,-121.469814,272,CA
71.4,Hydroelectric,39.722892,-121.469814,272,CA
4.4,Hydroelectric,39.361786,-123.127934,274,CA
2,Hydroelectric,39.361786,-123.127934,274,CA
3,Hydroelectric,39.361786,-123.127934,274,CA
63,Hydroelectric,39.90521,-121.345226,275,CA
63,Hydroelectric,39.90521,-121.345226,275,CA
2.8,Hydroelectric,37.203233,-119.497508,276,CA
4,Hydroelectric,37.253718,-119.519352,277,CA
12.3,Hydroelectric,38.497914,-120.21811,279,CA
29.7,Hydroelectric,38.497914,-120.21811,279,CA
6.7,Hydroelectric,40.395396,-121.879186,280,CA
7,Hydroelectric,39.324613,-120.644807,281,CA
3.7,Hydroelectric,39.324592,-120.645375,282,CA
6.6,Hydroelectric,39.337679,-120.635467,283,CA
6,Hydroelectric,38.18653,-120.11168,284,CA
81.9,Hydroelectric,38.139048,-120.370325,285,CA
55,Other,38.777,-122.745,286,CA
110,Other,38.777,-122.745,286,CA
110,Other,38.777,-122.745,286,CA
138,Other,38.777,-122.745,286,CA
113,Other,38.777,-122.745,286,CA
118,Other,38.777,-122.745,286,CA
118,Other,38.777,-122.745,286,CA
118,Other,38.777,-122.745,286,CA
118,Other,38.777,-122.745,286,CA
55,Other,38.777,-122.745,286,CA
55,Other,38.777,-122.745,286,CA
55,Other,38.777,-122.745,286,CA
55,Other,38.777,-122.745,286,CA
55,Other,38.777,-122.745,286,CA
25.5,Hydroelectric,38.449291,-120.492645,287,CA
26.7,Hydroelectric,38.449291,-120.492645,287,CA
4.2,Hydroelectric,36.163076,-118.707104,289,CA
4.2,Hydroelectric,36.163076,-118.707104,289,CA
8.5,Hydroelectric,40.459111,-121.86708,290,CA
13.6,Hydroelectric,38.420898,-120.549572,291,CA
13.6,Hydroelectric,38.889862,-121.098525,292,CA
2.8,Hydroelectric,38.889862,-121.098525,292,CA
3.2,Hydroelectric,37.15105,-119.504724,293,CA
3.2,Hydroelectric,37.15105,-119.504724,293,CA
3.2,Hydroelectric,37.15105,-119.504724,293,CA
3.2,Hydroelectric,37.15105,-119.504724,293,CA
10,Hydroelectric,41.978914,-122.335317,294,CA
10,Hydroelectric,41.978914,-122.335317,294,CA
13.5,Hydroelectric,41.975716,-122.358127,295,CA
13.5,Hydroelectric,41.975716,-122.358127,295,CA
0.5,Hydroelectric,41.985605,-122.360455,296,CA
0.4,Hydroelectric,41.985605,-122.360455,296,CA
1.2,Hydroelectric,41.985605,-122.360455,296,CA
18,Hydroelectric,41.932981,-122.43678,297,CA
893,Coal,31.4219,-96.2525,298,TX
956.8,Coal,31.4219,-96.2525,298,TX
30.7,Other,38.4889,-112.8533,299,UT
14.1,Other,38.4889,-112.8533,299,UT
110,Natural Gas,33.1361,-117.3364,302,CA
